iteration	bound_geometry	receptor_only_geometry	delta_auc_bound_minus_free
255	0.6275641025641026	0.5067307692307693	0.12083333333333324
256	0.4714743589743589	0.3666666666666667	0.10480769230769221
257	0.4903846153846154	0.6522435897435898	-0.16185897435897434
258	0.5727564102564103	0.3919871794871794	0.1807692307692309
259	0.47692307692307695	0.40128205128205124	0.0756410256410257
260	0.3958333333333333	0.35160256410256413	0.044230769230769185
261	0.49967948717948724	0.6608974358974359	-0.16121794871794864
262	0.40064102564102555	0.6176282051282052	-0.2169871794871796
263	0.4003205128205128	0.3907051282051282	0.009615384615384581
264	0.7102564102564103	0.4971153846153846	0.21314102564102566
265	0.48782051282051286	0.29006410256410253	0.19775641025641033
266	0.22724358974358974	0.21955128205128202	0.0076923076923077205
267	0.655448717948718	0.7673076923076924	-0.1118589743589744
268	0.5160256410256411	0.5634615384615386	-0.04743589743589749
269	0.37852564102564107	0.40448717948717955	-0.02596153846153848
270	0.7112179487179487	0.5875	0.12371794871794872
271	0.40608974358974353	0.6246794871794873	-0.21858974358974376
272	0.4301282051282051	0.5628205128205128	-0.13269230769230772
273	0.603525641025641	0.4650641025641025	0.13846153846153847
274	0.3099358974358974	0.27307692307692305	0.03685897435897434
275	0.5804487179487179	0.4342948717948718	0.14615384615384608
276	0.2996794871794872	0.5458333333333333	-0.24615384615384606
277	0.44262820512820517	0.35705128205128206	0.0855769230769231
278	0.5032051282051282	0.5608974358974358	-0.0576923076923076
279	0.5778846153846154	0.4820512820512821	0.09583333333333333
280	0.5689102564102563	0.616025641025641	-0.04711538461538467
281	0.6650641025641025	0.5894230769230769	0.0756410256410256
282	0.742948717948718	0.49615384615384617	0.2467948717948718
283	0.6426282051282051	0.3243589743589744	0.3182692307692307
284	0.6192307692307693	0.6173076923076923	0.0019230769230769162
285	0.5442307692307693	0.657051282051282	-0.11282051282051275
286	0.47371794871794876	0.4455128205128205	0.02820512820512827
287	0.41442307692307684	0.45224358974358975	-0.03782051282051291
288	0.45865384615384613	0.2955128205128205	0.16314102564102562
289	0.7676282051282052	0.7102564102564104	0.05737179487179478
290	0.4512820512820513	0.6522435897435898	-0.20096153846153847
291	0.6397435897435897	0.3868589743589744	0.2528846153846153
292	0.5349358974358975	0.4477564102564103	0.08717948717948726
293	0.7288461538461539	0.6317307692307693	0.0971153846153846
294	0.3541666666666667	0.5102564102564102	-0.15608974358974353
295	0.7560897435897435	0.6823717948717949	0.07371794871794857
296	0.5307692307692308	0.5012820512820513	0.029487179487179493
297	0.3833333333333333	0.40608974358974365	-0.022756410256410342
298	0.39967948717948715	0.4493589743589744	-0.049679487179487225
299	0.8044871794871794	0.6929487179487178	0.11153846153846159
300	0.45416666666666666	0.21506410256410255	0.2391025641025641
301	0.3669871794871795	0.5532051282051281	-0.1862179487179486
302	0.4307692307692308	0.4448717948717949	-0.014102564102564108
303	0.375	0.46025641025641023	-0.08525641025641023
304	0.6775641025641025	0.7195512820512819	-0.04198717948717945
305	0.42532051282051286	0.3211538461538462	0.10416666666666669
306	0.6342948717948719	0.610576923076923	0.023717948717948856
307	0.3817307692307692	0.5605769230769232	-0.178846153846154
308	0.341025641025641	0.42820512820512824	-0.08717948717948726
309	0.3951923076923077	0.6224358974358974	-0.22724358974358977
310	0.4496794871794872	0.22692307692307692	0.22275641025641027
311	0.47019230769230774	0.433974358974359	0.036217948717948756
312	0.5189102564102563	0.4676282051282051	0.051282051282051266
313	0.4852564102564103	0.2791666666666666	0.2060897435897437
314	0.4099358974358975	0.6301282051282051	-0.22019230769230763
315	0.6692307692307692	0.5342948717948718	0.1349358974358974
316	0.607051282051282	0.5426282051282052	0.0644230769230768
317	0.5522435897435898	0.48397435897435903	0.06826923076923075
318	0.6410256410256411	0.6032051282051282	0.03782051282051291
319	0.5019230769230769	0.5967948717948718	-0.09487179487179487
320	0.6333333333333333	0.43429487179487175	0.19903846153846155
321	0.4990384615384616	0.666025641025641	-0.1669871794871794
322	0.39134615384615384	0.42980769230769234	-0.03846153846153849
323	0.3564102564102564	0.3560897435897436	0.0003205128205128194
324	0.7064102564102565	0.6233974358974358	0.08301282051282066
325	0.29423076923076924	0.3016025641025641	-0.007371794871794846
326	0.30256410256410254	0.7782051282051282	-0.47564102564102567
327	0.3855769230769231	0.3868589743589743	-0.001282051282051222
328	0.403525641025641	0.48878205128205127	-0.08525641025641029
329	0.47371794871794876	0.36923076923076925	0.1044871794871795
330	0.5108974358974359	0.3211538461538461	0.18974358974358974
331	0.7314102564102564	0.5820512820512821	0.14935897435897427
332	0.34711538461538455	0.516025641025641	-0.16891025641025642
333	0.6532051282051282	0.5785256410256411	0.07467948717948714
334	0.5038461538461538	0.4881410256410256	0.015705128205128205
335	0.669871794871795	0.6262820512820513	0.04358974358974377
336	0.8961538461538462	0.6894230769230769	0.20673076923076927
337	0.507051282051282	0.4054487179487179	0.10160256410256413
338	0.39230769230769225	0.5983974358974359	-0.20608974358974363
339	0.5429487179487179	0.5227564102564103	0.02019230769230762
340	0.5118589743589744	0.5435897435897435	-0.03173076923076912
341	0.6141025641025641	0.6317307692307693	-0.017628205128205177
342	0.4387820512820513	0.5057692307692307	-0.06698717948717947
343	0.5057692307692307	0.40769230769230774	0.098076923076923
344	0.5342948717948718	0.514102564102564	0.02019230769230773
345	0.516025641025641	0.3330128205128205	0.18301282051282047
346	0.3137820512820513	0.47179487179487173	-0.15801282051282045
347	0.3195512820512821	0.6448717948717949	-0.32532051282051283
348	0.48044871794871796	0.45256410256410257	0.027884615384615397
349	0.40641025641025647	0.4102564102564103	-0.0038461538461538325
350	0.6509615384615385	0.5112179487179487	0.1397435897435898
351	0.2637820512820513	0.43974358974358974	-0.17596153846153845
352	0.5464743589743589	0.4198717948717949	0.12660256410256404
353	0.32371794871794873	0.43141025641025643	-0.1076923076923077
354	0.7503205128205129	0.6086538461538461	0.14166666666666683
355	0.26506410256410257	0.33717948717948715	-0.07211538461538458
356	0.3560897435897436	0.5775641025641026	-0.22147435897435902
357	0.6333333333333334	0.40448717948717944	0.22884615384615398
358	0.46858974358974365	0.483974358974359	-0.01538461538461533
359	0.4663461538461539	0.4560897435897436	0.010256410256410331
360	0.4403846153846154	0.3448717948717949	0.09551282051282045
361	0.4403846153846154	0.30608974358974356	0.13429487179487182
362	0.6884615384615383	0.5564102564102563	0.13205128205128203
363	0.6317307692307692	0.6358974358974359	-0.004166666666666652
364	0.5336538461538461	0.6881410256410256	-0.1544871794871795
365	0.3951923076923077	0.4217948717948718	-0.02660256410256412
366	0.49935897435897436	0.4067307692307692	0.09262820512820519
367	0.6846153846153845	0.6352564102564103	0.049358974358974184
368	0.4897435897435898	0.551602564102564	-0.06185897435897425
369	0.5230769230769231	0.6285256410256411	-0.10544871794871802
370	0.6711538461538461	0.3894230769230769	0.2817307692307692
371	0.5192307692307693	0.5092948717948718	0.009935897435897512
372	0.8304487179487179	0.37435897435897436	0.4560897435897435
373	0.42435897435897435	0.7365384615384616	-0.31217948717948724
374	0.680448717948718	0.491025641025641	0.18942307692307697
375	0.3919871794871795	0.583974358974359	-0.19198717948717953
376	0.4365384615384615	0.5788461538461539	-0.1423076923076924
377	0.4439102564102564	0.6006410256410256	-0.15673076923076923
378	0.45705128205128215	0.4650641025641025	-0.008012820512820373
379	0.4615384615384615	0.5528846153846153	-0.0913461538461538
380	0.380448717948718	0.6557692307692308	-0.2753205128205128
381	0.5371794871794872	0.2192307692307692	0.31794871794871793
382	0.5025641025641026	0.5118589743589744	-0.009294871794871873
383	0.7121794871794872	0.6567307692307692	0.055448717948717974
384	0.5269230769230769	0.3128205128205128	0.21410256410256412
385	0.5967948717948718	0.528525641025641	0.06826923076923075
386	0.5182692307692308	0.6387820512820513	-0.12051282051282053
387	0.5509615384615384	0.3951923076923077	0.15576923076923072
388	0.6448717948717949	0.7169871794871795	-0.07211538461538458
389	0.621474358974359	0.5596153846153846	0.06185897435897436
390	0.5778846153846154	0.6192307692307693	-0.04134615384615381
391	0.5051282051282051	0.5368589743589743	-0.03173076923076923
392	0.5576923076923077	0.507051282051282	0.05064102564102568
393	0.4628205128205128	0.3666666666666667	0.09615384615384609
394	0.6807692307692307	0.5368589743589743	0.14391025641025634
395	0.6628205128205128	0.6509615384615385	0.011858974358974317
396	0.5272435897435898	0.4516025641025641	0.07564102564102565
397	0.5711538461538461	0.6192307692307693	-0.04807692307692313
398	0.4942307692307692	0.44551282051282054	0.048717948717948656
399	0.4153846153846154	0.4663461538461539	-0.0509615384615385
400	0.33237179487179486	0.2564102564102564	0.07596153846153847
401	0.7051282051282052	0.6490384615384616	0.05608974358974361
402	0.5407051282051282	0.5333333333333333	0.007371794871794846
403	0.5948717948717949	0.5576923076923077	0.03717948717948716
404	0.46410256410256406	0.6346153846153847	-0.17051282051282063
405	0.3416666666666666	0.6054487179487179	-0.2637820512820513
406	0.4288461538461539	0.266025641025641	0.16282051282051285
407	0.5355769230769231	0.3397435897435897	0.19583333333333336
408	0.432051282051282	0.6352564102564103	-0.20320512820512832
409	0.4201923076923077	0.4897435897435898	-0.06955128205128208
410	0.5121794871794871	0.39935897435897433	0.11282051282051281
411	0.48333333333333334	0.4516025641025641	0.03173076923076923
412	0.22756410256410256	0.3189102564102564	-0.09134615384615383
413	0.46089743589743587	0.31506410256410255	0.14583333333333331
414	0.4435897435897436	0.5150641025641026	-0.071474358974359
415	0.528525641025641	0.4282051282051282	0.10032051282051285
416	0.43365384615384617	0.3663461538461538	0.06730769230769235
417	0.5875	0.4474358974358974	0.14006410256410262
418	0.40160256410256406	0.4298076923076923	-0.028205128205128216
419	0.5650641025641026	0.5782051282051281	-0.013141025641025594
420	0.37884615384615383	0.4679487179487179	-0.08910256410256406
421	0.6948717948717947	0.5567307692307693	0.13814102564102548
422	0.6	0.5653846153846153	0.034615384615384714
423	0.6794871794871796	0.38910256410256405	0.2903846153846156
424	0.6903846153846155	0.37243589743589745	0.31794871794871804
425	0.6217948717948718	0.28493589743589737	0.33685897435897444
426	0.428525641025641	0.466025641025641	-0.03749999999999998
427	0.4512820512820513	0.3580128205128205	0.09326923076923077
428	0.610897435897436	0.2612179487179487	0.34967948717948727
429	0.5121794871794872	0.4887820512820513	0.023397435897435925
430	0.5022435897435896	0.642948717948718	-0.14070512820512837
431	0.4269230769230769	0.38076923076923075	0.046153846153846156
432	0.5358974358974359	0.5990384615384615	-0.06314102564102564
433	0.5333333333333333	0.43365384615384617	0.09967948717948716
434	0.5474358974358974	0.4375	0.10993589743589738
435	0.7125	0.719551282051282	-0.007051282051282026
436	0.5714743589743589	0.5554487179487179	0.01602564102564108
437	0.3240384615384615	0.45705128205128204	-0.13301282051282054
438	0.4714743589743589	0.6782051282051281	-0.20673076923076922
439	0.45865384615384613	0.4253205128205128	0.033333333333333326
440	0.3512820512820513	0.3657051282051282	-0.014423076923076872
441	0.6253205128205129	0.4198717948717949	0.20544871794871805
442	0.37051282051282053	0.6019230769230769	-0.23141025641025637
443	0.4820512820512821	0.4948717948717949	-0.012820512820512775
444	0.5429487179487179	0.4644230769230769	0.07852564102564102
445	0.37884615384615383	0.510897435897436	-0.13205128205128214
446	0.32724358974358975	0.5535256410256411	-0.2262820512820513
447	0.3493589743589743	0.6567307692307692	-0.30737179487179495
448	0.4003205128205128	0.3525641025641026	0.0477564102564102
449	0.4038461538461539	0.48429487179487185	-0.08044871794871794
450	0.5634615384615383	0.6621794871794872	-0.09871794871794881
451	0.6721153846153846	0.47884615384615387	0.1932692307692307
452	0.4134615384615385	0.4576923076923077	-0.044230769230769185
453	0.617948717948718	0.5807692307692308	0.03717948717948716
454	0.7064102564102565	0.594551282051282	0.1118589743589744
455	0.4153846153846154	0.45128205128205123	-0.035897435897435825
456	0.5807692307692308	0.4503205128205128	0.13044871794871804
457	0.6108974358974358	0.6323717948717947	-0.021474358974358898
458	0.3907051282051282	0.4439102564102564	-0.05320512820512818
459	0.632051282051282	0.3967948717948718	0.23525641025641025
460	0.5394230769230769	0.46378205128205124	0.07564102564102565
461	0.5121794871794872	0.4467948717948718	0.06538461538461543
462	0.41474358974358977	0.5105769230769232	-0.09583333333333338
463	0.4371794871794871	0.555448717948718	-0.11826923076923085
464	0.5471153846153847	0.41250000000000003	0.13461538461538464
465	0.5493589743589743	0.43685897435897436	0.11249999999999993
466	0.623076923076923	0.4778846153846154	0.14519230769230757
467	0.4897435897435898	0.34583333333333327	0.1439102564102565
468	0.4548076923076923	0.471474358974359	-0.01666666666666672
469	0.5092948717948719	0.5371794871794872	-0.027884615384615286
470	0.5782051282051283	0.47884615384615375	0.0993589743589745
471	0.3262820512820513	0.6791666666666667	-0.3528846153846154
472	0.5173076923076924	0.5310897435897436	-0.013782051282051233
473	0.5596153846153845	0.6339743589743589	-0.07435897435897443
474	0.6714743589743589	0.5407051282051282	0.13076923076923075
475	0.4298076923076923	0.4660256410256411	-0.03621794871794881
476	0.5022435897435898	0.39455128205128204	0.10769230769230781
