experiment	validation	frame_subset	n	n_receptors	n_predictions	valid_folds	all_folds_converged	macro_roc_auc	macro_pr_auc	balanced_accuracy	log_loss	matthews_correlation	macro_roc_auc_ci_low	macro_roc_auc_ci_high	macro_pr_auc_ci_low	macro_pr_auc_ci_high	balanced_accuracy_ci_low	balanced_accuracy_ci_high	log_loss_ci_low	log_loss_ci_high	matthews_correlation_ci_low	matthews_correlation_ci_high
bound_geometry	receptor_grouped_5fold	all	18	15	18	5	True	0.8541666666666666	0.7234735838779957	0.7166666666666668	0.7320529996496327	0.5916079783099616	0.6901230713730713	0.977777777777778	0.6031746031746031	0.9569146825396824	0.4925883838383839	0.9213408119658116	0.5382290224828792	0.9741529938976088	0.2903617687506203	0.8440846053282068
receptor_only_geometry	receptor_grouped_5fold	all	18	15	18	5	True	0.7307692307692308	0.5680105542605544	0.4749999999999999	0.9727603537340506	0.2405767435963263	0.5601884214036992	0.8682490977160094	0.4655318408443408	0.7407506613756614	0.2737929894179894	0.6818181818181818	0.6660223106800791	1.337562783733938	-0.0731442798203922	0.5132050175518995
