iteration	experiment	macro_roc_auc	log_loss
69	bound_geometry	0.7067307692307692	1.0942091451133849
69	receptor_only_geometry	0.7929487179487179	0.8127505391531831
70	bound_geometry	0.5532051282051281	1.7983489869436933
70	receptor_only_geometry	0.5499999999999999	1.5982029891845788
71	bound_geometry	0.5076923076923077	1.3557870254977784
71	receptor_only_geometry	0.3294871794871795	2.2024254809267476
72	bound_geometry	0.41474358974358977	1.8495663546595504
72	receptor_only_geometry	0.40480769230769226	1.8666746471433981
73	bound_geometry	0.3891025641025641	1.8884009561014317
73	receptor_only_geometry	0.2689102564102564	1.845737037029951
74	bound_geometry	0.3875	1.6648128366205661
74	receptor_only_geometry	0.45	1.5836249855168687
75	bound_geometry	0.38301282051282054	1.8855276857880103
75	receptor_only_geometry	0.39230769230769225	2.282239410699902
76	bound_geometry	0.5391025641025641	1.752424943547967
76	receptor_only_geometry	0.5557692307692307	1.3318196774353241
77	bound_geometry	0.43301282051282053	1.9677672451962869
77	receptor_only_geometry	0.32019230769230766	2.970856371642106
78	bound_geometry	0.5586538461538462	1.4269346562826035
78	receptor_only_geometry	0.4375	1.9579759762477786
79	bound_geometry	0.40448717948717944	1.8244176923180575
79	receptor_only_geometry	0.4698717948717948	1.3263501734150964
80	bound_geometry	0.5387820512820513	1.3507607846298975
80	receptor_only_geometry	0.4881410256410256	1.5238657761666763
81	bound_geometry	0.5320512820512819	1.430305482908116
81	receptor_only_geometry	0.45384615384615384	1.883063725604517
82	bound_geometry	0.3842948717948718	2.1763673427805936
82	receptor_only_geometry	0.5016025641025641	1.7395745550331594
83	bound_geometry	0.49551282051282053	1.9255059693425285
83	receptor_only_geometry	0.26794871794871794	2.907158024353133
84	bound_geometry	0.6073717948717949	1.3949508899493668
84	receptor_only_geometry	0.49230769230769234	1.8108837309623493
85	bound_geometry	0.7057692307692308	1.0285491032856213
85	receptor_only_geometry	0.5538461538461539	1.5105175095274177
86	bound_geometry	0.42916666666666664	1.8258282228571565
86	receptor_only_geometry	0.4551282051282051	1.6195717174231297
87	bound_geometry	0.24294871794871795	2.5313939601007713
87	receptor_only_geometry	0.3246794871794872	2.4038052764919646
88	bound_geometry	0.3833333333333333	1.8723994928722187
88	receptor_only_geometry	0.3278846153846154	3.2244016437607725
89	bound_geometry	0.2740384615384615	2.774872299212154
89	receptor_only_geometry	0.5400641025641025	1.3993715332825776
90	bound_geometry	0.7788461538461539	0.9317619314478374
90	receptor_only_geometry	0.5791666666666667	1.5711471834604611
91	bound_geometry	0.4724358974358975	2.2093988894120122
91	receptor_only_geometry	0.5028846153846155	2.2127859516927426
92	bound_geometry	0.3461538461538461	1.9436185958214098
92	receptor_only_geometry	0.5461538461538461	1.283782211285552
93	bound_geometry	0.5365384615384615	1.6059095409991466
93	receptor_only_geometry	0.33749999999999997	2.2000830041401938
94	bound_geometry	0.5897435897435898	1.9128179079548842
94	receptor_only_geometry	0.630448717948718	1.4257806923672467
95	bound_geometry	0.6657051282051283	1.110652598343757
95	receptor_only_geometry	0.5730769230769232	1.3178328093340066
96	bound_geometry	0.47500000000000003	1.5059330907113484
96	receptor_only_geometry	0.4743589743589744	1.9037858642427716
97	bound_geometry	0.5939102564102564	1.3720977984417462
97	receptor_only_geometry	0.40993589743589737	1.8953877052056167
98	bound_geometry	0.26987179487179486	2.05442552972955
98	receptor_only_geometry	0.35544871794871796	2.8724135748730215
99	bound_geometry	0.4189102564102564	1.8803147946826708
99	receptor_only_geometry	0.471474358974359	1.6649617491694053
100	bound_geometry	0.5057692307692307	2.0128611902449056
100	receptor_only_geometry	0.5564102564102564	1.475875601780347
101	bound_geometry	0.41282051282051285	2.2003969661253233
101	receptor_only_geometry	0.4323717948717949	1.392835676076434
102	bound_geometry	0.6298076923076923	1.1364790576311838
102	receptor_only_geometry	0.5288461538461539	1.7043272289396592
103	bound_geometry	0.3826923076923077	2.2908415608097314
103	receptor_only_geometry	0.39038461538461533	2.0448409492513724
104	bound_geometry	0.5727564102564102	1.5152744220793324
104	receptor_only_geometry	0.6298076923076923	1.5271649339578335
105	bound_geometry	0.6221153846153845	1.1565045700466134
105	receptor_only_geometry	0.5826923076923077	2.0205311150838616
106	bound_geometry	0.43782051282051276	1.895272574492482
106	receptor_only_geometry	0.5157051282051283	1.7915511734636058
107	bound_geometry	0.48717948717948717	1.5878157205024932
107	receptor_only_geometry	0.6368589743589743	1.2855946838100534
108	bound_geometry	0.3128205128205128	2.074176345678834
108	receptor_only_geometry	0.42852564102564106	1.6847842308545224
109	bound_geometry	0.5115384615384616	1.3648669332688543
109	receptor_only_geometry	0.4067307692307692	1.4957341557636932
110	bound_geometry	0.553525641025641	1.7829335448129595
110	receptor_only_geometry	0.5435897435897435	1.4200307066276985
111	bound_geometry	0.31314102564102564	2.0957918624066987
111	receptor_only_geometry	0.3022435897435897	2.628343219168475
112	bound_geometry	0.4919871794871795	1.8452466975872497
112	receptor_only_geometry	0.5541666666666667	1.4221640119250298
113	bound_geometry	0.43076923076923074	2.1331847026816337
113	receptor_only_geometry	0.5471153846153847	1.2959977270769163
114	bound_geometry	0.4169871794871795	1.459653803655411
114	receptor_only_geometry	0.6118589743589744	1.4072069607154793
115	bound_geometry	0.742948717948718	1.0716190856658296
115	receptor_only_geometry	0.5599358974358974	1.4004074365106587
116	bound_geometry	0.514423076923077	1.4991705324106046
116	receptor_only_geometry	0.47884615384615387	1.961597974374287
117	bound_geometry	0.5022435897435898	1.9686109388487891
117	receptor_only_geometry	0.47852564102564105	2.8893038289882025
118	bound_geometry	0.44967948717948714	1.7139747668617327
118	receptor_only_geometry	0.35512820512820514	1.7468802497974103
119	bound_geometry	0.5266025641025641	1.6044665705765937
119	receptor_only_geometry	0.5730769230769232	1.338814015419572
120	bound_geometry	0.680128205128205	1.0747728498700022
120	receptor_only_geometry	0.3592948717948718	2.829914637453692
121	bound_geometry	0.5006410256410256	1.7154033426946549
121	receptor_only_geometry	0.5115384615384615	1.6989198850508767
122	bound_geometry	0.5871794871794872	1.5534516895871453
122	receptor_only_geometry	0.5836538461538462	1.3671354488598852
123	bound_geometry	0.4865384615384616	1.4578176093016946
123	receptor_only_geometry	0.31698717948717947	2.436798512372966
124	bound_geometry	0.42628205128205127	2.208809895798725
124	receptor_only_geometry	0.4807692307692308	1.9298901688091226
125	bound_geometry	0.4990384615384616	1.7508395329656503
125	receptor_only_geometry	0.45737179487179486	1.6286444321081355
126	bound_geometry	0.41282051282051285	1.8993642500844308
126	receptor_only_geometry	0.5048076923076923	1.8171601734019087
127	bound_geometry	0.5051282051282051	1.9977933748821342
127	receptor_only_geometry	0.5121794871794871	1.5026734654518465
128	bound_geometry	0.21025641025641026	2.3360510930915095
128	receptor_only_geometry	0.283974358974359	2.7230478838909757
129	bound_geometry	0.6019230769230769	1.3830768322365783
129	receptor_only_geometry	0.5323717948717949	1.7478581799684987
130	bound_geometry	0.4932692307692308	2.609522548265807
130	receptor_only_geometry	0.5637820512820513	1.7175427885508907
131	bound_geometry	0.3269230769230769	2.0201377923938715
131	receptor_only_geometry	0.6028846153846154	1.2729516827092207
132	bound_geometry	0.5842948717948718	1.3195663429960403
132	receptor_only_geometry	0.4826923076923077	1.9417366420570856
133	bound_geometry	0.5237179487179487	1.7207174950672284
133	receptor_only_geometry	0.5493589743589743	1.8129500056616896
134	bound_geometry	0.521474358974359	1.1737770461542292
134	receptor_only_geometry	0.3448717948717948	1.7915080020567464
135	bound_geometry	0.3548076923076923	2.43669425478383
135	receptor_only_geometry	0.5794871794871795	1.6113848804170037
136	bound_geometry	0.5198717948717949	1.5193758611666253
136	receptor_only_geometry	0.4157051282051281	2.171414336569301
137	bound_geometry	0.5496794871794871	1.6182160634873937
137	receptor_only_geometry	0.4624999999999999	1.7805136367132504
138	bound_geometry	0.40801282051282045	1.807676839088652
138	receptor_only_geometry	0.358974358974359	1.7446777723150968
139	bound_geometry	0.4471153846153846	1.7277788765481241
139	receptor_only_geometry	0.45737179487179486	1.5052682619560205
140	bound_geometry	0.3958333333333333	1.8488735828411795
140	receptor_only_geometry	0.42532051282051286	1.638043171130555
141	bound_geometry	0.4512820512820513	1.586248454642969
141	receptor_only_geometry	0.5471153846153846	1.7522601886906455
142	bound_geometry	0.5439102564102565	1.4844235728442372
142	receptor_only_geometry	0.5394230769230769	1.4162262850399272
143	bound_geometry	0.5544871794871794	1.418072491843882
143	receptor_only_geometry	0.4679487179487179	1.5587738285959332
144	bound_geometry	0.5416666666666667	1.3501099538229004
144	receptor_only_geometry	0.7996794871794872	0.7972755615738598
145	bound_geometry	0.4875	1.5661370557524499
145	receptor_only_geometry	0.49230769230769234	1.599804320882481
146	bound_geometry	0.6842948717948718	1.1178313805905915
146	receptor_only_geometry	0.45865384615384625	2.118115064354639
147	bound_geometry	0.2894230769230769	2.2414718588430245
147	receptor_only_geometry	0.4124999999999999	1.943970438108858
148	bound_geometry	0.4977564102564102	1.619950371624664
148	receptor_only_geometry	0.5775641025641026	1.5706828007820839
149	bound_geometry	0.3480769230769231	1.8828207758020445
149	receptor_only_geometry	0.29134615384615387	2.2558990565427486
150	bound_geometry	0.7028846153846154	1.1831444911526894
150	receptor_only_geometry	0.6602564102564102	1.1237769089161724
151	bound_geometry	0.4365384615384615	1.4535754974860364
151	receptor_only_geometry	0.5224358974358975	1.3301313932469445
152	bound_geometry	0.4083333333333334	1.553487656375487
152	receptor_only_geometry	0.517948717948718	1.6532542881836545
153	bound_geometry	0.42788461538461536	1.8120745842812616
153	receptor_only_geometry	0.3237179487179487	2.2459025022022288
154	bound_geometry	0.632371794871795	1.2197103848872763
154	receptor_only_geometry	0.27499999999999997	2.927612474076985
155	bound_geometry	0.6775641025641025	1.061547724360271
155	receptor_only_geometry	0.4583333333333333	2.0865013799775456
156	bound_geometry	0.42403846153846153	1.829232725404678
156	receptor_only_geometry	0.6878205128205129	1.1525008840062392
157	bound_geometry	0.6532051282051282	1.3607095821436814
157	receptor_only_geometry	0.6076923076923076	1.7539007149904475
158	bound_geometry	0.6759615384615385	1.0474326200261073
158	receptor_only_geometry	0.5676282051282051	1.6631856718995555
159	bound_geometry	0.7647435897435897	0.851496829742683
159	receptor_only_geometry	0.5608974358974359	1.2096996153191948
160	bound_geometry	0.25224358974358974	2.5401314051270156
160	receptor_only_geometry	0.38173076923076926	1.8979583907492743
161	bound_geometry	0.4576923076923077	1.599184227169699
161	receptor_only_geometry	0.6381410256410257	1.1474811275320524
162	bound_geometry	0.5778846153846153	1.36218714594856
162	receptor_only_geometry	0.471474358974359	1.2838769241666967
163	bound_geometry	0.4826923076923077	1.6614787822447261
163	receptor_only_geometry	0.503525641025641	1.3724757254450748
164	bound_geometry	0.24391025641025635	2.9213677804090614
164	receptor_only_geometry	0.4987179487179487	1.361070670171366
165	bound_geometry	0.25608974358974357	2.0490270364788956
165	receptor_only_geometry	0.5083333333333333	1.7488377397627155
166	bound_geometry	0.432051282051282	1.6831488147459517
166	receptor_only_geometry	0.5391025641025641	1.2601734920065852
167	bound_geometry	0.3942307692307692	1.987251293504673
167	receptor_only_geometry	0.4490384615384615	1.6390621714806473
168	bound_geometry	0.2807692307692307	2.2519251535174365
168	receptor_only_geometry	0.46410256410256406	1.6455954850898893
169	bound_geometry	0.4560897435897435	1.4879307600541367
169	receptor_only_geometry	0.2798076923076923	2.5148483360442757
170	bound_geometry	0.5596153846153846	1.2929038569160298
170	receptor_only_geometry	0.45576923076923076	1.6787958348031846
171	bound_geometry	0.5490384615384615	1.614516063269249
171	receptor_only_geometry	0.625	1.1426498231958673
172	bound_geometry	0.4115384615384616	2.3083681442826847
172	receptor_only_geometry	0.4823717948717949	1.4255991671095845
173	bound_geometry	0.39487179487179486	1.7845823658325217
173	receptor_only_geometry	0.5429487179487179	2.252015500721558
174	bound_geometry	0.5701923076923077	1.6838464646632392
174	receptor_only_geometry	0.4881410256410257	1.862511185645055
175	bound_geometry	0.6919871794871795	1.1030023257075579
175	receptor_only_geometry	0.5384615384615384	1.6196070031803673
176	bound_geometry	0.26346153846153847	2.091362458854306
176	receptor_only_geometry	0.4676282051282051	1.7607367383787804
177	bound_geometry	0.5269230769230769	1.7186743624451783
177	receptor_only_geometry	0.33237179487179486	3.355635257345229
178	bound_geometry	0.4201923076923077	2.1903776571024336
178	receptor_only_geometry	0.533974358974359	1.493809764734442
179	bound_geometry	0.6198717948717948	1.5140308419068391
179	receptor_only_geometry	0.7275641025641025	0.9468494422633688
180	bound_geometry	0.45480769230769225	1.645017298197506
180	receptor_only_geometry	0.6538461538461539	1.0909130912830876
181	bound_geometry	0.701602564102564	1.0909130027262386
181	receptor_only_geometry	0.5849358974358974	1.176569857390974
182	bound_geometry	0.3458333333333334	2.001494949355027
182	receptor_only_geometry	0.4913461538461539	1.77848758097572
183	bound_geometry	0.6564102564102564	1.0822624572524429
183	receptor_only_geometry	0.5221153846153846	1.7808039445038355
184	bound_geometry	0.5846153846153846	1.279613822484119
184	receptor_only_geometry	0.47243589743589737	2.9524848572608895
185	bound_geometry	0.38397435897435894	2.09887682170246
185	receptor_only_geometry	0.4746794871794872	1.6318309012233898
186	bound_geometry	0.6599358974358974	1.2769413021601825
186	receptor_only_geometry	0.5939102564102564	1.2089610154445365
187	bound_geometry	0.6429487179487179	1.359400678329335
187	receptor_only_geometry	0.6092948717948717	1.3882582011364069
188	bound_geometry	0.7028846153846153	1.1210107710928858
188	receptor_only_geometry	0.3580128205128205	1.8177718373982463
189	bound_geometry	0.2086538461538461	2.850641436766025
189	receptor_only_geometry	0.3125	2.3913305681488413
190	bound_geometry	0.3958333333333333	1.8636916431306203
190	receptor_only_geometry	0.5362179487179487	1.6099875979646325
191	bound_geometry	0.46410256410256406	2.009798329496963
191	receptor_only_geometry	0.5048076923076924	1.7009085287358563
192	bound_geometry	0.47532051282051285	1.5672991024571639
192	receptor_only_geometry	0.42820512820512824	1.5059394736877454
193	bound_geometry	0.530448717948718	1.7292682758962297
193	receptor_only_geometry	0.37243589743589745	1.992823138348785
194	bound_geometry	0.36378205128205127	1.9323211964679392
194	receptor_only_geometry	0.514102564102564	1.7391900010974384
195	bound_geometry	0.3717948717948718	1.773129660771216
195	receptor_only_geometry	0.4467948717948718	1.8400558026905693
196	bound_geometry	0.6592948717948718	1.2834126045211722
196	receptor_only_geometry	0.44487179487179485	1.8255355893331837
197	bound_geometry	0.4612179487179487	1.4375307330279656
197	receptor_only_geometry	0.4551282051282051	1.5468379878455565
198	bound_geometry	0.3298076923076923	2.3378641025079507
198	receptor_only_geometry	0.45865384615384613	1.8604407947999344
199	bound_geometry	0.3769230769230769	1.906061085780382
199	receptor_only_geometry	0.3166666666666667	2.4707582205286034
200	bound_geometry	0.5875	1.2809620184325963
200	receptor_only_geometry	0.3612179487179487	2.9040256817917047
201	bound_geometry	0.4057692307692307	1.8737633233367863
201	receptor_only_geometry	0.4650641025641025	1.6794157765572726
202	bound_geometry	0.24262820512820513	2.0183045057013436
202	receptor_only_geometry	0.44519230769230766	2.028585088787425
203	bound_geometry	0.19615384615384615	2.328121742047318
203	receptor_only_geometry	0.33205128205128204	4.036737791802057
204	bound_geometry	0.31826923076923075	2.0975034378720827
204	receptor_only_geometry	0.3301282051282051	2.13808720745964
205	bound_geometry	0.4150641025641026	2.0514841177537897
205	receptor_only_geometry	0.5163461538461539	1.3585341033159564
206	bound_geometry	0.3923076923076923	1.5308817494152107
206	receptor_only_geometry	0.5237179487179487	1.846888595122599
207	bound_geometry	0.33910256410256406	1.9615207852242023
207	receptor_only_geometry	0.46025641025641023	2.5772255656084937
208	bound_geometry	0.5743589743589744	1.6677744922215072
208	receptor_only_geometry	0.3663461538461539	2.166941272084046
209	bound_geometry	0.5897435897435898	1.2651589626765225
209	receptor_only_geometry	0.46217948717948715	1.7426140790038083
210	bound_geometry	0.5496794871794872	1.5720556213437442
210	receptor_only_geometry	0.6679487179487179	1.154770907073182
211	bound_geometry	0.5022435897435898	1.4022583348117406
211	receptor_only_geometry	0.5923076923076923	1.1924122814877915
212	bound_geometry	0.673397435897436	1.0484673203145418
212	receptor_only_geometry	0.4275641025641026	2.447446449195495
213	bound_geometry	0.5317307692307692	1.583447838473868
213	receptor_only_geometry	0.5589743589743589	1.35132497032951
214	bound_geometry	0.4903846153846154	1.5201792120477076
214	receptor_only_geometry	0.32884615384615384	2.0057697916973387
215	bound_geometry	0.7317307692307692	1.0409206763072962
215	receptor_only_geometry	0.6070512820512821	1.1762138195655791
216	bound_geometry	0.5217948717948718	1.7231125198496444
216	receptor_only_geometry	0.5118589743589744	1.4445325996339389
217	bound_geometry	0.6775641025641025	0.9979544359246592
217	receptor_only_geometry	0.3282051282051282	1.8201217500318236
218	bound_geometry	0.49775641025641026	1.411367001785977
218	receptor_only_geometry	0.32179487179487176	2.9415640250001576
219	bound_geometry	0.6647435897435897	1.0592709447834425
219	receptor_only_geometry	0.6868589743589744	0.97261862122563
220	bound_geometry	0.31826923076923075	2.344565308760549
220	receptor_only_geometry	0.6749999999999999	1.2496006234513877
221	bound_geometry	0.7528846153846155	0.8940244759377382
221	receptor_only_geometry	0.3929487179487179	2.373308706924892
222	bound_geometry	0.29903846153846153	2.2692989060249484
222	receptor_only_geometry	0.5788461538461538	1.2329585156473832
223	bound_geometry	0.4634615384615384	1.7347494232640281
223	receptor_only_geometry	0.4173076923076922	1.8600673387082998
224	bound_geometry	0.5394230769230769	1.3727106201073558
224	receptor_only_geometry	0.5115384615384616	2.119235504350028
225	bound_geometry	0.5355769230769231	1.9304666472122283
225	receptor_only_geometry	0.6445512820512821	1.1083560538481771
226	bound_geometry	0.49999999999999994	1.335100278691201
226	receptor_only_geometry	0.6932692307692307	1.4902137379969864
227	bound_geometry	0.41762820512820514	2.049126605817678
227	receptor_only_geometry	0.5272435897435898	1.9344800347612912
228	bound_geometry	0.45705128205128204	1.5934071413492017
228	receptor_only_geometry	0.3022435897435897	3.2005284519889816
229	bound_geometry	0.7346153846153847	0.9873005509551288
229	receptor_only_geometry	0.5894230769230769	1.1808789170278988
230	bound_geometry	0.39935897435897433	1.9110927970685572
230	receptor_only_geometry	0.5916666666666667	1.3109305479603133
231	bound_geometry	0.3461538461538461	2.1340255385835794
231	receptor_only_geometry	0.5368589743589745	1.8065265048571217
232	bound_geometry	0.6596153846153846	1.1156706492431694
232	receptor_only_geometry	0.39006410256410257	2.0325600500187733
233	bound_geometry	0.39134615384615384	1.9915396529872034
233	receptor_only_geometry	0.4134615384615385	2.099744290067132
234	bound_geometry	0.528525641025641	1.4022993289196832
234	receptor_only_geometry	0.391025641025641	3.052341330720976
235	bound_geometry	0.36089743589743595	1.7534518345074603
235	receptor_only_geometry	0.35000000000000003	2.295191881739992
236	bound_geometry	0.6060897435897437	1.4146781575533944
236	receptor_only_geometry	0.3384615384615384	2.1866338622599426
237	bound_geometry	0.3612179487179487	1.9878376952213048
237	receptor_only_geometry	0.3157051282051282	2.256979506333241
238	bound_geometry	0.49519230769230765	1.79314625054358
238	receptor_only_geometry	0.8362179487179486	0.7169409150001923
239	bound_geometry	0.32083333333333336	2.1490199889791812
239	receptor_only_geometry	0.328525641025641	2.664867941611543
240	bound_geometry	0.5032051282051282	1.4972440796255713
240	receptor_only_geometry	0.47371794871794864	1.542426919939109
241	bound_geometry	0.6621794871794872	1.2459342312282746
241	receptor_only_geometry	0.5637820512820513	1.5516414944496004
242	bound_geometry	0.6003205128205128	1.354102729547592
242	receptor_only_geometry	0.3592948717948718	2.678148473436897
243	bound_geometry	0.619551282051282	1.2530985833322132
243	receptor_only_geometry	0.6291666666666668	1.2363075695528516
244	bound_geometry	0.3942307692307692	1.7972933997698088
244	receptor_only_geometry	0.4711538461538461	1.6169733089778695
245	bound_geometry	0.30737179487179483	2.1393756424255344
245	receptor_only_geometry	0.38301282051282054	1.773704366625485
246	bound_geometry	0.6086538461538461	1.3676997577901284
246	receptor_only_geometry	0.5519230769230768	1.3551554754236195
247	bound_geometry	0.5935897435897436	1.2929308714153853
247	receptor_only_geometry	0.6653846153846154	1.0840374443420933
