experiment	validation	frame_subset	n	n_receptors	n_predictions	valid_folds	all_folds_converged	macro_roc_auc	macro_pr_auc	balanced_accuracy	log_loss	matthews_correlation	macro_roc_auc_ci_low	macro_roc_auc_ci_high	macro_pr_auc_ci_low	macro_pr_auc_ci_high	balanced_accuracy_ci_low	balanced_accuracy_ci_high	log_loss_ci_low	log_loss_ci_high	matthews_correlation_ci_low	matthews_correlation_ci_high
bound_geometry	receptor_grouped_5fold	all	17	14	17	5	True	0.9047619047619048	0.8527838827838828	0.8857142857142857	0.5749811638137982	0.8272364688760986	0.7992592592592592	1.0	0.750154526029526	1.0	0.7261904761904763	1.0	0.3017437467483703	0.8610191755957662	0.5913123959890826	1.0
receptor_only_geometry	receptor_grouped_5fold	all	17	14	17	5	True	0.7428571428571429	0.5897511747511747	0.6	0.9560326250191022	0.47030225443465157	0.5866960585710586	0.8935830026455027	0.4928286120003557	0.8042425870811287	0.4166666666666667	0.7999999999999999	0.5690973385239727	1.2996330300951209	0.20337743659710447	0.7465089026901592
