converged	fold	group_overlap	n_iter	status	test_n	train_n	experiment	validation	task_id	chosen_k	test_groups	train_groups	best_parameters	max_iter	n_categorical_features	n_numeric_features
True	4	0	31.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__030__receptor							
True	0	0	24.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__030__seq30							
True	1	0	35.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__030__seq30							
True	0	0	30.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__031__receptor							
True	1	0	26.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__031__receptor							
True	2	0	29.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__031__receptor							
True	3	0	33.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__031__receptor							
True	4	0	31.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__031__receptor							
True	0	0	23.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__031__seq30							
True	1	0	35.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__031__seq30							
True	0	0	30.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__032__receptor							
True	1	0	26.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__032__receptor							
True	2	0	28.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__032__receptor							
True	3	0	29.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__032__receptor							
True	4	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__032__receptor							
True	0	0	23.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__032__seq30							
True	1	0	27.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__032__seq30							
True	0	0	33.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__033__receptor							
True	1	0	29.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__033__receptor							
True	2	0	29.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__033__receptor							
True	3	0	29.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__033__receptor							
True	4	0	29.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__033__receptor							
True	0	0	27.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__033__seq30							
True	1	0	25.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__033__seq30							
True	0	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__034__receptor							
True	1	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__034__receptor							
True	2	0	33.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__034__receptor							
True	3	0	31.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__034__receptor							
True	4	0	28.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__034__receptor							
True	0	0	18.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__034__seq30							
True	1	0	34.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__034__seq30							
True	0	0	31.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__035__receptor							
True	1	0	33.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__035__receptor							
True	2	0	32.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__035__receptor							
True	3	0	28.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__035__receptor							
True	4	0	29.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__035__receptor							
True	0	0	19.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__035__seq30							
True	1	0	36.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__035__seq30							
True	0	0	26.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__036__receptor							
True	1	0	28.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__036__receptor							
True	2	0	31.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__036__receptor							
True	3	0	24.0	ok	39	168	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__036__receptor							
True	4	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__036__receptor							
True	0	0	22.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__036__seq30							
True	1	0	28.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__036__seq30							
True	0	0	28.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__037__receptor							
True	1	0	31.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__037__receptor							
True	2	0	29.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__037__receptor							
True	3	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__037__receptor							
True	4	0	27.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__037__receptor							
True	0	0	21.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__037__seq30							
True	1	0	33.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__037__seq30							
True	0	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__038__receptor							
True	1	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__038__receptor							
True	2	0	29.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__038__receptor							
True	3	0	30.0	ok	43	164	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__038__receptor							
True	4	0	31.0	ok	39	168	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__038__receptor							
True	0	0	18.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__038__seq30							
True	1	0	36.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__038__seq30							
True	0	0	35.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__039__receptor							
True	1	0	28.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__039__receptor							
True	2	0	29.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__039__receptor							
True	3	0	32.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__039__receptor							
True	4	0	27.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__039__receptor							
True	0	0	21.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__039__seq30							
True	1	0	34.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__039__seq30							
True	0	0	28.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__040__receptor							
True	1	0	29.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__040__receptor							
True	2	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__040__receptor							
True	3	0	28.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__040__receptor							
True	4	0	32.0	ok	39	168	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__040__receptor							
True	0	0	23.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__040__seq30							
True	1	0	30.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__040__seq30							
True	0	0	27.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__041__receptor							
True	1	0	24.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__041__receptor							
True	2	0	29.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__041__receptor							
True	3	0	27.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__041__receptor							
True	4	0	26.0	ok	39	168	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__041__receptor							
True	0	0	22.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__041__seq30							
True	1	0	30.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__041__seq30							
True	0	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__042__receptor							
True	1	0	31.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__042__receptor							
True	2	0	26.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__042__receptor							
True	3	0	32.0	ok	39	168	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__042__receptor							
True	4	0	32.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__042__receptor							
True	0	0	18.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__042__seq30							
True	1	0	32.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__042__seq30							
True	0	0	35.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__043__receptor							
True	1	0	31.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__043__receptor							
True	2	0	28.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__043__receptor							
True	3	0	31.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__043__receptor							
True	4	0	33.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__043__receptor							
True	0	0	25.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__043__seq30							
True	1	0	27.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__043__seq30							
True	0	0	25.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__044__receptor							
True	1	0	33.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__044__receptor							
True	2	0	34.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__044__receptor							
True	3	0	27.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__044__receptor							
True	4	0	32.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__044__receptor							
True	0	0	24.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__044__seq30							
True	1	0	30.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__044__seq30							
True	0	0	27.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__045__receptor							
True	1	0	33.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__045__receptor							
True	2	0	29.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__045__receptor							
True	3	0	30.0	ok	39	168	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__045__receptor							
True	4	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__045__receptor							
True	0	0	17.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__045__seq30							
True	1	0	29.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__045__seq30							
True	0	0	31.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__046__receptor							
True	1	0	23.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__046__receptor							
True	2	0	31.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__046__receptor							
True	3	0	31.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__046__receptor							
True	4	0	32.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__046__receptor							
True	0	0	23.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__046__seq30							
True	1	0	35.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__046__seq30							
True	0	0	31.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__047__receptor							
True	1	0	29.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__047__receptor							
True	2	0	31.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__047__receptor							
True	3	0	34.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__047__receptor							
True	4	0	29.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__047__receptor							
True	0	0	23.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__047__seq30							
True	1	0	31.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__047__seq30							
True	0	0	30.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__048__receptor							
True	1	0	35.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__048__receptor							
True	2	0	29.0	ok	39	168	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__048__receptor							
True	3	0	27.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__048__receptor							
True	4	0	29.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__048__receptor							
True	0	0	22.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__048__seq30							
True	1	0	31.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__048__seq30							
True	0	0	27.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__049__receptor							
True	1	0	27.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__049__receptor							
True	2	0	29.0	ok	42	165	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__049__receptor							
True	3	0	32.0	ok	40	167	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__049__receptor							
True	4	0	26.0	ok	41	166	within_receptor_position_shuffle	receptor_grouped_5fold	within_receptor_position_shuffle__049__receptor							
True	0	0	22.0	ok	196	11	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__049__seq30							
True	1	0	33.0	ok	11	196	within_receptor_position_shuffle	sequence_cluster_30_grouped_5fold	within_receptor_position_shuffle__049__seq30							
