converged	fold	group_overlap	n_iter	status	test_n	train_n	experiment	validation	task_id	chosen_k	test_groups	train_groups	best_parameters	max_iter	n_categorical_features	n_numeric_features
True	0	0	68.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__000__receptor							
True	1	0	57.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__000__receptor							
True	2	0	67.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__000__receptor							
True	3	0	61.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__000__receptor							
True	4	0	56.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__000__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__000__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__000__seq30							
True	0	0	61.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__001__receptor							
True	1	0	67.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__001__receptor							
True	2	0	57.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__001__receptor							
True	3	0	37.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__001__receptor							
True	4	0	61.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__001__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__001__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__001__seq30							
True	0	0	58.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__002__receptor							
True	1	0	56.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__002__receptor							
True	2	0	69.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__002__receptor							
True	3	0	63.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__002__receptor							
True	4	0	51.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__002__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__002__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__002__seq30							
True	0	0	62.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__003__receptor							
True	1	0	57.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__003__receptor							
True	2	0	61.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__003__receptor							
True	3	0	58.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__003__receptor							
True	4	0	69.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__003__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__003__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__003__seq30							
True	0	0	61.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__004__receptor							
True	1	0	56.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__004__receptor							
True	2	0	60.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__004__receptor							
True	3	0	59.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__004__receptor							
True	4	0	62.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__004__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__004__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__004__seq30							
True	0	0	61.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__005__receptor							
True	1	0	69.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__005__receptor							
True	2	0	61.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__005__receptor							
True	3	0	59.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__005__receptor							
True	4	0	68.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__005__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__005__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__005__seq30							
True	0	0	62.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__006__receptor							
True	1	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__006__receptor							
True	2	0	61.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__006__receptor							
True	3	0	62.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__006__receptor							
True	4	0	61.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__006__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__006__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__006__seq30							
True	0	0	61.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__007__receptor							
True	1	0	66.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__007__receptor							
True	2	0	39.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__007__receptor							
True	3	0	57.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__007__receptor							
True	4	0	61.0	ok	43	164	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__007__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__007__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__007__seq30							
True	0	0	60.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__008__receptor							
True	1	0	62.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__008__receptor							
True	2	0	68.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__008__receptor							
True	3	0	60.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__008__receptor							
True	4	0	57.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__008__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__008__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__008__seq30							
True	0	0	66.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__009__receptor							
True	1	0	52.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__009__receptor							
True	2	0	63.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__009__receptor							
True	3	0	62.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__009__receptor							
True	4	0	60.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__009__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__009__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__009__seq30							
True	0	0	61.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__010__receptor							
True	1	0	58.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__010__receptor							
True	2	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__010__receptor							
True	3	0	55.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__010__receptor							
True	4	0	62.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__010__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__010__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__010__seq30							
True	0	0	63.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__011__receptor							
True	1	0	55.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__011__receptor							
True	2	0	59.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__011__receptor							
True	3	0	62.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__011__receptor							
True	4	0	56.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__011__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__011__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__011__seq30							
True	0	0	64.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__012__receptor							
True	1	0	58.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__012__receptor							
True	2	0	58.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__012__receptor							
True	3	0	60.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__012__receptor							
True	4	0	61.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__012__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__012__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__012__seq30							
True	0	0	56.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__013__receptor							
True	1	0	75.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__013__receptor							
True	2	0	62.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__013__receptor							
True	3	0	63.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__013__receptor							
True	4	0	63.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__013__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__013__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__013__seq30							
True	0	0	60.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__014__receptor							
True	1	0	59.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__014__receptor							
True	2	0	60.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__014__receptor							
True	3	0	62.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__014__receptor							
True	4	0	62.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__014__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__014__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__014__seq30							
True	0	0	65.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__015__receptor							
True	1	0	56.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__015__receptor							
True	2	0	55.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__015__receptor							
True	3	0	62.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__015__receptor							
True	4	0	62.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__015__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__015__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__015__seq30							
True	0	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__016__receptor							
True	1	0	63.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__016__receptor							
True	2	0	56.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__016__receptor							
True	3	0	70.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__016__receptor							
True	4	0	63.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__016__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__016__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__016__seq30							
True	0	0	64.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__017__receptor							
True	1	0	58.0	ok	43	164	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__017__receptor							
True	2	0	69.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__017__receptor							
True	3	0	74.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__017__receptor							
True	4	0	49.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__017__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__017__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__017__seq30							
True	0	0	61.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__018__receptor							
True	1	0	59.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__018__receptor							
True	2	0	58.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__018__receptor							
True	3	0	56.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__018__receptor							
True	4	0	65.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__018__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__018__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__018__seq30							
True	0	0	61.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__019__receptor							
True	1	0	67.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__019__receptor							
True	2	0	48.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__019__receptor							
True	3	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__019__receptor							
True	4	0	65.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__019__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__019__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__019__seq30							
True	0	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__020__receptor							
True	1	0	66.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__020__receptor							
True	2	0	62.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__020__receptor							
True	3	0	65.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__020__receptor							
True	4	0	59.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__020__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__020__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__020__seq30							
True	0	0	63.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__021__receptor							
True	1	0	68.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__021__receptor							
True	2	0	65.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__021__receptor							
True	3	0	50.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__021__receptor							
True	4	0	61.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__021__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__021__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__021__seq30							
True	0	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__022__receptor							
True	1	0	54.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__022__receptor							
True	2	0	50.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__022__receptor							
True	3	0	36.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__022__receptor							
True	4	0	58.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__022__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__022__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__022__seq30							
True	0	0	66.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__023__receptor							
True	1	0	66.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__023__receptor							
True	2	0	53.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__023__receptor							
True	3	0	65.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__023__receptor							
True	4	0	60.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__023__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__023__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__023__seq30							
True	0	0	63.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__024__receptor							
True	1	0	58.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__024__receptor							
True	2	0	61.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__024__receptor							
True	3	0	61.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__024__receptor							
True	4	0	57.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__024__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__024__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__024__seq30							
True	0	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__025__receptor							
True	1	0	56.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__025__receptor							
True	2	0	56.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__025__receptor							
True	3	0	57.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__025__receptor							
True	4	0	58.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__025__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__025__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__025__seq30							
True	0	0	62.0	ok	43	164	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__026__receptor							
True	1	0	67.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__026__receptor							
True	2	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__026__receptor							
True	3	0	61.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__026__receptor							
True	4	0	61.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__026__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__026__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__026__seq30							
True	0	0	66.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__027__receptor							
True	1	0	67.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__027__receptor							
True	2	0	57.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__027__receptor							
True	3	0	57.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__027__receptor							
True	4	0	58.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__027__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__027__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__027__seq30							
True	0	0	69.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__028__receptor							
True	1	0	59.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__028__receptor							
True	2	0	59.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__028__receptor							
True	3	0	69.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__028__receptor							
True	4	0	55.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__028__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__028__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__028__seq30							
True	0	0	59.0	ok	43	164	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__029__receptor							
True	1	0	68.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__029__receptor							
True	2	0	57.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__029__receptor							
True	3	0	61.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__029__receptor							
True	4	0	57.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__029__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__029__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__029__seq30							
True	0	0	66.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__030__receptor							
True	1	0	59.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__030__receptor							
True	2	0	67.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__030__receptor							
True	3	0	62.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__030__receptor							
True	4	0	60.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__030__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__030__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__030__seq30							
True	0	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__031__receptor							
True	1	0	61.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__031__receptor							
True	2	0	44.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__031__receptor							
True	3	0	57.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__031__receptor							
True	4	0	60.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__031__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__031__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__031__seq30							
True	0	0	61.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__032__receptor							
True	1	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__032__receptor							
True	2	0	63.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__032__receptor							
True	3	0	56.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__032__receptor							
True	4	0	43.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__032__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__032__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__032__seq30							
True	0	0	57.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__033__receptor							
True	1	0	60.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__033__receptor							
True	2	0	64.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__033__receptor							
True	3	0	54.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__033__receptor							
True	4	0	55.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__033__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__033__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__033__seq30							
True	0	0	63.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__034__receptor							
True	1	0	58.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__034__receptor							
True	2	0	60.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__034__receptor							
True	3	0	54.0	ok	40	167	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__034__receptor							
True	4	0	58.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__034__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__034__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__034__seq30							
True	0	0	59.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__035__receptor							
True	1	0	63.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__035__receptor							
True	2	0	69.0	ok	43	164	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__035__receptor							
True	3	0	62.0	ok	39	168	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__035__receptor							
True	4	0	62.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__035__receptor							
True	0	0	31.0	ok	196	11	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__035__seq30							
True	1	0	73.0	ok	11	196	matched_noninterface_control	sequence_cluster_30_grouped_5fold	control_noninterface__035__seq30							
True	0	0	60.0	ok	42	165	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__036__receptor							
True	1	0	58.0	ok	41	166	matched_noninterface_control	receptor_grouped_5fold	control_noninterface__036__receptor							
