experiment	validation	frame_subset	n	n_receptors	n_predictions	valid_folds	all_folds_converged	macro_roc_auc	macro_pr_auc	balanced_accuracy	log_loss	matthews_correlation	macro_roc_auc_ci_low	macro_roc_auc_ci_high	macro_pr_auc_ci_low	macro_pr_auc_ci_high	balanced_accuracy_ci_low	balanced_accuracy_ci_high	log_loss_ci_low	log_loss_ci_high	matthews_correlation_ci_low	matthews_correlation_ci_high
core10_interpretable__bound	receptor_grouped_5fold	all	15	12	15	4	True	0.7226936026936026	0.7163359788359788	0.5611111111111112	0.9078300000721913	0.39044759485022357	0.5238095238095238	0.919973544973545	0.5360301191183544	0.9389285714285711	0.2916666666666667	0.8333333333333334	0.43460417417611763	1.4436568019775682	0.0	0.7812469842707787
core10_interpretable__free	receptor_grouped_5fold	all	15	12	15	4	True	0.6142929292929294	0.47724086099086094	0.2888888888888889	1.3534581987259677	-0.02054987341316966	0.44287373506123506	0.7762137168387169	0.3904349449059927	0.6111127282109424	0.12202380952380955	0.4761904761904762	0.7985648675820329	2.1064732007786127	-0.35159462145041204	0.28281915921249523
